25,CUNDINAMARCA
20,CESAR
11,BOGOTA
76,VALLE
66,RISARALDA
19,CAUCA
54,NORTE SANTANDER
5,ANTIOQUIA
8,ATLANTICO
52,NARIÑO
41,HUILA
47,MAGDALENA
23,CORDOBA
27,CHOCO
73,TOLIMA
63,QUINDIO
68,SANTANDER
15,BOYACA
13,BOLIVAR
17,CALDAS
18,CAQUETA
70,SUCRE
44,LA GUAJIRA
86,PUTUMAYO
81,ARAUCA
50,META
88,SAN ANDRES
85,CASANARE
99,VICHADA
95,GUAVIARE
94,GUAINIA
97,VAUPES
91,AMAZONAS
